"","sex","joint","reachheight","deviation","moment","Fstat","numdf","dendf","adjrsquared","residualstderror","slope_coefficient","slope_standarderror","slope_tvalue","slope_pvalue"
"113","F","Wrist",120,1,"Norm_RS_Moment",1.10787454971388,1,2998,3.596887948909e-05,6.2789744919427,-0.0706528988061886,0.0671250608261214,-1.05255619788868,0.29262926736624
"114","F","Wrist",120,1,"Norm_B_Moment",0.329241756222178,1,2998,-0.000223710670074651,0.143994469475042,-0.000883281715534277,0.00153936562961681,-0.573795918617562,0.566148952884278
"115","F","Elbow",120,-1,"Norm_RE_Moment",376.814528356129,1,2998,0.111358572507743,1.44047697858703,-0.298927668502188,0.0153993466497369,-19.4117111135552,3.65090812055972e-79
"116","F","Elbow",120,-1,"Norm_RS_Moment",0.278604770859928,1,2998,-0.00024060313407559,6.25287223730755,0.035283349205857,0.0668460159865009,0.527830248147956,0.597656223084358
"117","F","Elbow",120,-1,"Norm_B_Moment",0.800165936524946,1,2998,-6.66380060081462e-05,0.153830227935119,-0.00147105085470514,0.00164451431046444,-0.894519947527665,0.371115568375741
"118","F","Elbow",120,1,"Norm_RE_Moment",421.267775873442,1,2998,0.122911630039296,1.60353603466091,-0.351846971514993,0.0171425212829919,-20.5248087901797,1.05202351649028e-87
"119","F","Elbow",120,1,"Norm_RS_Moment",0.1700598460601,1,2998,-0.000276815569955513,6.20033031687125,0.0273345350462329,0.0662843192301704,0.412383130183695,0.680088111579429
"120","F","Elbow",120,1,"Norm_B_Moment",1.4732086469282,1,2998,0.000157763918532283,0.144969533760247,-0.00188106951529512,0.00154978950528915,-1.21375806770879,0.224935732170904
"121","F","Shoulder",120,-1,"Norm_RE_Moment",1850.96349255831,1,2998,0.381517306821848,1.41616940940608,-0.651343538205621,0.0151394878046501,-43.0228252507698,2.26604178810016e-315
"122","F","Shoulder",120,-1,"Norm_RS_Moment",1.58989400523316,1,2998,0.000196658218649226,6.28287359597793,0.0846912185700074,0.0671667440015931,1.2609099909324,0.207439393020251
"123","F","Shoulder",120,-1,"Norm_B_Moment",210.343779888064,1,2998,0.065249796857919,0.151220391894334,0.0234461300554043,0.00161661398960652,14.5032334287241,4.06134585166348e-46
"124","F","Shoulder",120,1,"Norm_RE_Moment",495.0172299565,1,2998,0.141429943637195,2.20168058869237,-0.523673315906649,0.0235369555371359,-22.2489826723942,1.25784148724226e-101
"125","F","Shoulder",120,1,"Norm_RS_Moment",0.240453728622849,1,2998,-0.000253330672805863,6.0509454416503,-0.0317201307329078,0.0646873277391911,-0.490360814730179,0.623914484626766
"126","F","Shoulder",120,1,"Norm_B_Moment",1030.97384889998,1,2998,0.255641731003341,2.18775942336353,0.750964420527824,0.0233881320197498,32.1087814919841,1.10452188014758e-194
"127","F","Wrist",140,-1,"Norm_RE_Moment",207.635657437055,1,2998,0.0644601194641885,3.29506114670663,0.507586917838986,0.0352256853698474,14.4095682599116,1.44881647615594e-45
"128","F","Wrist",140,-1,"Norm_RS_Moment",287.223856473583,1,2998,0.0871246128051745,5.59189052374401,1.01312933008249,0.0597798242405652,16.9476799731874,1.35171891654118e-61
"129","F","Wrist",140,-1,"Norm_B_Moment",6414.05824735589,1,2998,0.681366187800367,5.60329469832102,-4.79739952171262,0.0599017399949827,-80.0878158483284,0
"130","F","Wrist",140,1,"Norm_RE_Moment",223.346530830804,1,2998,0.0690228538602645,3.07857862414425,0.491853570730784,0.0329113898565533,14.9447827294612,9.19549416861738e-49
"131","F","Wrist",140,1,"Norm_RS_Moment",0.0814808166419432,1,2998,-0.000306368986044969,5.3984118847405,0.016473644019662,0.0577114505868213,0.285448448308868,0.775320313224233
"132","F","Wrist",140,1,"Norm_B_Moment",6.47961179048407,1,2998,0.00182381393735565,0.407448879570921,-0.0110877543328829,0.00435581174279799,-2.54550815957914,0.0109615479800995
"133","F","Elbow",140,-1,"Norm_RE_Moment",69.1222387709641,1,2998,0.0222104740104072,3.10324026929156,-0.27581651939891,0.0331750339329401,-8.31397851638809,1.38577516756139e-16
"134","F","Elbow",140,-1,"Norm_RS_Moment",0.000229761887491694,1,2998,-0.000333479039857032,5.37260426186735,-0.000870602321510322,0.0574355554932256,-0.0151578985183317,0.987907218515666
"135","F","Elbow",140,-1,"Norm_B_Moment",11.0301306624557,1,2998,0.00333334337873437,2.13820274697506,-0.0759163265448924,0.0228583488646842,-3.32116405232496,0.000907168386732659
"136","F","Elbow",140,1,"Norm_RE_Moment",65.6375289064866,1,2998,0.0210982951790508,3.25059768487895,-0.281536888453897,0.0347503509687359,-8.1016991370012,7.80602708259485e-16
"137","F","Elbow",140,1,"Norm_RS_Moment",0.0844781869422641,1,2998,-0.00030536891796018,5.34744773933979,-0.016615553557761,0.0571666209551093,-0.290651315053386,0.771338113489951
"138","F","Elbow",140,1,"Norm_B_Moment",0.471336328283305,1,2998,-0.000176311064011614,0.463293171644755,-0.00340030073988396,0.00495281233693291,-0.686539385820872,0.492426131106174
"139","F","Shoulder",140,-1,"Norm_RE_Moment",365.258053010957,1,2998,0.108305115833992,2.98939785520301,-0.610772664886086,0.0319580073340755,-19.1117255372442,6.33101347728747e-77
"140","F","Shoulder",140,-1,"Norm_RS_Moment",0.295087013788319,1,2998,-0.00023510460636933,5.40709259667453,-0.0314003746013378,0.0578042513009079,-0.543219121338997,0.587019327886208
"141","F","Shoulder",140,-1,"Norm_B_Moment",28.2454716534257,1,2998,0.00900306069307055,2.87854842525811,0.163547507197548,0.0307729770815812,5.31464689828264,1.14697404687383e-07
"142","F","Shoulder",140,1,"Norm_RE_Moment",9.81438378455283,1,2998,0.00293049459171169,3.11708165461228,-0.10439403185251,0.0333230045661644,-3.13279169185453,0.00174823339291396
"143","F","Shoulder",140,1,"Norm_RS_Moment",11.0630033729147,1,2998,0.00334423153042496,5.40414843508147,-0.192158573081749,0.0577727768895581,-3.32610934470211,0.000891283658731995
"144","F","Shoulder",140,1,"Norm_B_Moment",24178.2263810321,1,2998,0.88964619451017,1.02750172131496,1.70801134628065,0.0109844554442315,155.493493050455,0
