"","Sex","Reach_Height","Subject","Subject_Mass","Subject_Height","RW_Moment","RE_Moment","RS_Moment","B_Moment","Norm_RW_Moment","Norm_RE_Moment","Norm_RS_Moment","Norm_B_Moment","Wrist_Angle","Elbow_Angle","Shoulder_Angle","Trunk_Angle"
"1","F",80,750.5,73.440389163069,162.939605653869,0.135344843142843,-3.19358140766509,-19.2403788633078,58.7294692540906,2.05067944155823,-11.8280792876485,-35.6303312283478,42.868052263071,-25,113.347642378923,-26.9195864212323,57.3394346865155
"2","F",100,750.5,73.440389163069,162.939605653869,0.135344843142843,-2.72977273231734,-9.19510637090743,-0.148288677361272,2.05067944155823,-10.1112592909223,-17.0268255670663,-0.333274168869707,-22.7253076779393,155.135744900407,-34.791348803134,-1.58629212100349
"3","F",120,750.5,73.440389163069,162.939605653869,0.135344843142843,0.55213051237941,3.90217683516298,0.191804019660349,2.05067944155823,1.31327420977909,8.71664064523893,0.134082945656963,-7.75260909961627,173.015937034351,-61.2624733801006,-8.02064712737791
"4","F",140,750.5,73.440389163069,162.939605653869,0.135344843142843,4.52889395214117,14.8528807192485,1.04980279816621,2.05067944155823,11.0460828101004,33.0064015983301,0.766279414719864,11.023145339551,179.241814503978,-81.1815293438021,-12.9565413198513
"5","M",80,250.5,88.5330261532745,177.456279628269,0.201067814242607,-2.5668925344425,-20.3497907024956,100.374070137629,1.82788922038734,-5.58020116183152,-21.8814953790276,46.0431514392792,-25,110.603384290848,-37.2619217163414,74.4462067102118
"6","M",100,250.5,88.5330261532745,177.456279628269,0.201067814242607,-2.55875740977377,-16.7453897822212,19.2896628129627,1.82788922038734,-5.56251610820384,-18.005795464754,8.80739787782036,-24.9597307576091,126.833672557189,-14.9526882886709,13.825455892369
"7","M",120,250.5,88.5330261532745,177.456279628269,0.201067814242607,0.0929463966732069,0.416294075523655,0.0159238526803214,1.82788922038734,-0.201334106659584,0.998830659529058,-0.00423266911557432,-13.5357122717302,161.458045351047,-47.7983000324032,-5.25587614519588
"8","M",140,250.5,88.5330261532745,177.456279628269,0.201067814242607,4.74432111994354,11.7784639032855,0.55017087557602,1.82788922038734,6.16145599992667,17.321270446008,0.252371961273404,8.06568566846988,160.285305856561,-63.9967039275429,-9.42139876365167
